event	event_type	introns	location	distance_from_authentic
canonical exon 12-13 splicing	canonical	12	NA	NA
cryptic intron 12 donor @ +315	cryptic donor	12	intron 12	315
unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA
cryptic intron 1 acceptor @ -361	cryptic acceptor	1	intron 1	-361
alternate intron 1 acceptor @ -217 (NM_001282167.2 exon 1-2)	alternate acceptor	1	intron 1	-217
canonical exon 1-2 splicing	canonical	1	NA	NA
cryptic intron 1 donor @ +605	cryptic donor	1	intron 1	605
unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA
unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA
unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA
canonical exon 2-3 splicing	canonical	2	NA	NA
alternate exon 3 acceptor @ +71 (NM_001282167.2 exon 2-3)	alternate acceptor	2	exon 3	71
canonical exon 3-4 splicing	canonical	3	NA	NA
canonical exon 4-5 splicing	canonical	4	NA	NA
exon 5-6-7-8 skipping	exon skipping	4, 5, 6, 7, 8	NA	NA
unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA
unannotated intronic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic/exonic	NA
canonical exon 5-6 splicing	canonical	5	NA	NA
canonical exon 6-7 splicing	canonical	6	NA	NA
alternate exon 7-8 skipping (NM_001282167.2, NM_022825.4)	alternate exon skipping	6, 7, 8	NA	NA
canonical exon 7-8 splicing	canonical	7	NA	NA
alternate exon 8 skipping (NM_203473.3 exon 7-8)	alternate exon skipping	7, 8	NA	NA
canonical exon 8-9 splicing	canonical	8	NA	NA
canonical exon 9-10 splicing	canonical	9	NA	NA
canonical exon 10-11 splicing	canonical	10	NA	NA
canonical exon 11-12 splicing	canonical	11	NA	NA
canonical exon 12-13 splicing	canonical	12	NA	NA
canonical exon 13-14 splicing	canonical	13	NA	NA
canonical exon 14-15 splicing	canonical	14	NA	NA
cryptic intron 1 acceptor @ -1507	cryptic acceptor	1	intron 1	-1507
canonical exon 1-2 splicing	canonical	1	NA	NA
cryptic exon 2 acceptor @ +55	cryptic acceptor	1	exon 2	55
cryptic exon 2 acceptor @ +224	cryptic acceptor	1	exon 2	224
cryptic intron 1 donor @ +286	cryptic donor	1	intron 1	286
cryptic intron 1 donor @ +346	cryptic donor	1	intron 1	346
cryptic intron 1 donor @ +616	cryptic donor	1	intron 1	616
canonical exon 2-3 splicing	canonical	2	NA	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
canonical exon 3-4 splicing	canonical	3	NA	NA
canonical exon 4-5 splicing	canonical	4	NA	NA
cryptic intergenic acceptor @ +7734	cryptic acceptor	NA	intergenic	7734
cryptic intergenic donor @ -5403	cryptic donor	NA	intergenic	-5403
canonical exon 1-2 splicing	canonical	1	NA	NA
alternate exon 2-3 skipping (NR_145496.2 exon 1-2)	alternate exon skipping	1, 2, 3	NA	NA
exon 2-3-4 skipping	exon skipping	1, 2, 3, 4	NA	NA
alternate intron 1 donor @ +13 (NM_001348263.2, NM_001348265.2, NR_145494.2, NR_145502.2)	alternate donor	1	intron 1	13
cryptic exon 2 donor @ -4	cryptic donor	2	exon 2	-4
canonical exon 2-3 splicing	canonical	2	NA	NA
alternate exon 3 skipping (NR_145495.2, NR_145502.2)	alternate exon skipping	2, 3	NA	NA
alternate exon 3-4 skipping (NR_145498.2 exon 2-3)	alternate exon skipping	2, 3, 4	NA	NA
alternate intron 2 donor @ +72 (NM_001348264.2, NM_001348265.2, NR_145499.2)	alternate donor	2	intron 2	72
exon 3 skipping/cryptic intron 2 donor @ +870	exon skipping, cryptic donor	2, 3	intron 2	870
alternate intron 3 acceptor @ -9384 (NR_145499.2 exon 3-4)	alternate acceptor	3	intron 3	-9384
canonical exon 3-4 splicing	canonical	3	NA	NA
alternate exon 4 skipping (NR_145494.2, NR_145500.2)	alternate exon skipping	3, 4	NA	NA
unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA
unannotated intronic junction	unannotated intron	NA	intronic	NA
alternate intron 3 donor @ +4622 (NR_145499.2 exon 4-5)	alternate donor	3	intron 3	4622
unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
canonical exon 4-5 splicing	canonical	4	NA	NA
canonical exon 5-6 splicing	canonical	5	NA	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA
canonical exon 1-2 splicing	canonical	1	NA	NA
unannotated intronic junction	unannotated intron	NA	intronic	NA
canonical exon 2-3 splicing	canonical	2	NA	NA
unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA
unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA
cryptic intron 3 acceptor @ -500	cryptic acceptor	3	intron 3	-500
canonical exon 3-4 splicing	canonical	3	NA	NA
cryptic intron 3 donor @ +343	cryptic donor	3	intron 3	343
cryptic intron 3 donor @ +417	cryptic donor	3	intron 3	417
canonical exon 4-5 splicing	canonical	4	NA	NA
cryptic exon 5 acceptor @ +84	cryptic acceptor	4	exon 5	84
canonical exon 5-6 splicing	canonical	5	NA	NA
canonical exon 6-7 splicing	canonical	6	NA	NA
cryptic exon 7 acceptor @ +3379	cryptic acceptor	6	exon 7	3379
unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
cryptic intergenic donor @ -7673	cryptic donor	NA	intergenic	-7673
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
canonical exon 1-2 splicing	canonical	1	NA	NA
unannotated intronic junction	unannotated intron	NA	intronic	NA
canonical exon 2-3 splicing	canonical	2	NA	NA
alternate exon 3 acceptor @ +34 (NM_001347219.2, NR_029427.3)	alternate acceptor	2	exon 3	34
canonical exon 3-4 splicing	canonical	3	NA	NA
canonical exon 4-5 splicing	canonical	4	NA	NA
cryptic exon 5 acceptor @ +12	cryptic acceptor	4	exon 5	12
canonical exon 5-6 splicing	canonical	5	NA	NA
canonical exon 6-7 splicing	canonical	6	NA	NA
cryptic exon 7 acceptor @ +46	cryptic acceptor	6	exon 7	46
canonical exon 7-8 splicing	canonical	7	NA	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
cryptic intron 8 acceptor @ -1661	cryptic acceptor	8	intron 8	-1661
canonical exon 8-9 splicing	canonical	8	NA	NA
cryptic intron 9 acceptor @ -325	cryptic acceptor	9	intron 9	-325
canonical exon 9-10 splicing	canonical	9	NA	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA
unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA
cryptic intron 1 acceptor @ -111	cryptic acceptor	1	intron 1	-111
canonical exon 1-2 splicing	canonical	1	NA	NA
cryptic intron 2 acceptor @ -151	cryptic acceptor	2	intron 2	-151
cryptic intron 2 acceptor @ -34	cryptic acceptor	2	intron 2	-34
canonical exon 2-3 splicing	canonical	2	NA	NA
exon 3 skipping	exon skipping	2, 3	NA	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
canonical exon 3-4 splicing	canonical	3	NA	NA
cryptic intron 4 acceptor @ -42	cryptic acceptor	4	intron 4	-42
canonical exon 4-5 splicing	canonical	4	NA	NA
cryptic exon 5 acceptor @ +4	cryptic acceptor	4	exon 5	4
exon 5-6 skipping	exon skipping	4, 5, 6	NA	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
canonical exon 5-6 splicing	canonical	5	NA	NA
canonical exon 6-7 splicing	canonical	6	NA	NA
cryptic intron 6 donor @ +39	cryptic donor	6	intron 6	39
canonical exon 7-8 splicing	canonical	7	NA	NA
unannotated intronic junction	unannotated intron	NA	intronic	NA
canonical exon 8-9 splicing	canonical	8	NA	NA
cryptic exon 9 acceptor @ +19	cryptic acceptor	8	exon 9	19
cryptic intron 9 acceptor @ -25	cryptic acceptor	9	intron 9	-25
canonical exon 9-10 splicing	canonical	9	NA	NA
cryptic exon 10 acceptor @ +156	cryptic acceptor	9	exon 10	156
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA
unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
canonical exon 10-11 splicing	canonical	10	NA	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
cryptic intron 11 acceptor @ -958	cryptic acceptor	11	intron 11	-958
canonical exon 11-12 splicing	canonical	11	NA	NA
unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA
cryptic intron 11 donor @ +834	cryptic donor	11	intron 11	834
cryptic intron 11 donor @ +836	cryptic donor	11	intron 11	836
cryptic intron 11 donor @ +993	cryptic donor	11	intron 11	993
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	exonic	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA
canonical exon 1-2 splicing	canonical	1	NA	NA
canonical exon 2-3 splicing	canonical	2	NA	NA
unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA
cryptic exon 3 donor @ -13	cryptic donor	3	exon 3	-13
canonical exon 3-4 splicing	canonical	3	NA	NA
cryptic exon 4 donor @ -2	cryptic donor	4	exon 4	-2
canonical exon 4-5 splicing	canonical	4	NA	NA
canonical exon 5-6 splicing	canonical	5	NA	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
cryptic intergenic donor @ -8100	cryptic donor	NA	intergenic	-8100
canonical exon 1-2 splicing	canonical	1	NA	NA
exon 2 skipping	exon skipping	1, 2	NA	NA
canonical exon 2-3 splicing	canonical	2	NA	NA
canonical exon 3-4 splicing	canonical	3	NA	NA
cryptic exon 4 acceptor @ +2	cryptic acceptor	3	exon 4	2
canonical exon 4-5 splicing	canonical	4	NA	NA
cryptic intron 5 acceptor @ -16	cryptic acceptor	5	intron 5	-16
canonical exon 5-6 splicing	canonical	5	NA	NA
alternate intergenic donor @ -197 (NM_001321225.2 exon 2-3)	alternate donor	NA	intergenic	-197
alternate intergenic donor @ -119 (NM_001321229.1 exon 1-2)	alternate donor	NA	intergenic	-119
canonical exon 1-2 splicing	canonical	1	NA	NA
alternate intron 1 donor @ +94 (NM_001321228.2 exon 1-2)	alternate donor	1	intron 1	94
alternate intron 1 donor @ +131 (NM_001321227.2, NM_001321230.2)	alternate donor	1	intron 1	131
alternate intron 1 donor @ +410 (NM_001321226.2, NM_001321231.2)	alternate donor	1	intron 1	410
canonical exon 2-3 splicing	canonical	2	NA	NA
canonical exon 3-4 splicing	canonical	3	NA	NA
canonical exon 4-5 splicing	canonical	4	NA	NA
canonical exon 5-6 splicing	canonical	5	NA	NA
canonical exon 6-7 splicing	canonical	6	NA	NA
canonical exon 7-8 splicing	canonical	7	NA	NA
canonical exon 8-9 splicing	canonical	8	NA	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
canonical exon 9-10 splicing	canonical	9	NA	NA
exon 10 skipping	exon skipping	9, 10	NA	NA
cryptic intron 10 acceptor @ -3806	cryptic acceptor	10	intron 10	-3806
cryptic intron 10 acceptor @ -3438	cryptic acceptor	10	intron 10	-3438
canonical exon 10-11 splicing	canonical	10	NA	NA
unannotated intronic junction	unannotated intron	NA	intronic	NA
cryptic intron 10 donor @ +2426	cryptic donor	10	intron 10	2426
cryptic intron 10 donor @ +2747	cryptic donor	10	intron 10	2747
canonical exon 11-12 splicing	canonical	11	NA	NA
exon 12 skipping	exon skipping	11, 12	NA	NA
canonical exon 12-13 splicing	canonical	12	NA	NA
canonical exon 13-14 splicing	canonical	13	NA	NA
canonical exon 14-15 splicing	canonical	14	NA	NA
canonical exon 15-16 splicing	canonical	15	NA	NA
canonical exon 16-17 splicing	canonical	16	NA	NA
canonical exon 17-18 splicing	canonical	17	NA	NA
canonical exon 18-19 splicing	canonical	18	NA	NA
unannotated exonic junction	unannotated intron	NA	exonic	NA
canonical exon 19-20 splicing	canonical	19	NA	NA
exon 20 skipping	exon skipping	19, 20	NA	NA
canonical exon 20-21 splicing	canonical	20	NA	NA
canonical exon 21-22 splicing	canonical	21	NA	NA
canonical exon 22-23 splicing	canonical	22	NA	NA
cryptic intron 23 acceptor @ -436	cryptic acceptor	23	intron 23	-436
canonical exon 23-24 splicing	canonical	23	NA	NA
canonical exon 24-25 splicing	canonical	24	NA	NA
unannotated exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	exonic	NA
unannotated exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	exonic	NA
unannotated exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	exonic	NA
canonical exon 25-26 splicing	canonical	25	NA	NA
canonical exon 26-27 splicing	canonical	26	NA	NA
exon 27-28 skipping	exon skipping	26, 27, 28	NA	NA
cryptic exon 27 donor @ -21	cryptic donor	27	exon 27	-21
canonical exon 27-28 splicing	canonical	27	NA	NA
exon 28 skipping	exon skipping	27, 28	NA	NA
canonical exon 28-29 splicing	canonical	28	NA	NA
canonical exon 2-3 splicing	canonical	2	NA	NA
cryptic intergenic donor @ -4236	cryptic donor	NA	intergenic	-4236
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA
unannotated intergenic junction	unannotated intron	NA	intergenic	NA
canonical exon 5-6 splicing	canonical	5	NA	NA
canonical exon 4-5 splicing	canonical	4	NA	NA
canonical exon 3-4 splicing	canonical	3	NA	NA
cryptic intron 2 donor @ +1412	cryptic donor	2	intron 2	1412
alternate intron 2 donor @ +1408 (NM_001167947.2, NM_001395497.1)	alternate donor	2	intron 2	1408
canonical exon 2-3 splicing	canonical	2	NA	NA
cryptic intron 2 acceptor @ -354	cryptic acceptor	2	intron 2	-354
alternate intron 2 acceptor @ -401 (NM_001167947.2, NM_001395497.1)	alternate acceptor	2	intron 2	-401
cryptic intron 2 acceptor @ -872	cryptic acceptor	2	intron 2	-872
canonical exon 1-2 splicing	canonical	1	NA	NA
alternate exon 1 donor @ -68 (NM_001032381.2, NM_001167989.2, NM_001167990.2)	alternate donor	1	exon 1	-68
canonical exon 1-2 splicing	canonical	1	NA	NA
exon 2 skipping	exon skipping	1, 2	NA	NA
alternate intron 1 donor @ +12 (NM_001032383.2 exon 1-2)	alternate donor	1	intron 1	12
exon 2 skipping/cryptic intron 1 donor @ +12	exon skipping, cryptic donor	1, 2	intron 1	12
cryptic intron 1 donor @ +217	cryptic donor	1	intron 1	217
alternate intron 1 donor @ +265 (NM_001032384.1 exon 1-2)	alternate donor	1	intron 1	265
cryptic intron 1 donor @ +269	cryptic donor	1	intron 1	269
canonical exon 2-3 splicing	canonical	2	NA	NA
canonical exon 3-4 splicing	canonical	3	NA	NA
cryptic intron 3 donor @ +11	cryptic donor	3	intron 3	11
cryptic intron 3 donor @ +305	cryptic donor	3	intron 3	305
canonical exon 4-5 splicing	canonical	4	NA	NA
alternate exon 5 skipping (NM_144495.3 exon 4-5)	alternate exon skipping	4, 5	NA	NA
cryptic intron 4 donor @ +13	cryptic donor	4	intron 4	13
cryptic exon 5 donor @ -133	cryptic donor	5	exon 5	-133
canonical exon 5-6 splicing	canonical	5	NA	NA
alternate exon 6 acceptor @ +3 (NM_001167989.2 exon 5-6)	alternate acceptor	5	exon 6	3
canonical exon 6-7 splicing	canonical	6	NA	NA
canonical exon 4-5 splicing	canonical	4	NA	NA
