seqnames	start	end	strand	gene	event	annotated	frame_conserved	intron_no	SJ_IR	seen_in_treatment	dmso_avg_proportion	dmso_stdev	dmso_avg_reads	chx_avg_proportion	chx_stdev	chx_avg_reads	n
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	23	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	24	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	25	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	26	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	27	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	28	SJ	chx only				0.00%	0.01%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	29	SJ	chx only				0.00%	0.01%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	30	SJ	chx only				0.00%	0.01%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	31	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	32	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	33	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	34	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344844	237366831	-	COL6A3	cryptic donor ~ exon 36		TRUE	35	SJ	chx only				0.00%	0.00%	0.2	20
chr2	237344953	237345053	-	COL6A3	cryptic donor ~ exon 35		FALSE	34	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237344953	237345180	-	COL6A3	exon 34 skipping		TRUE	33	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237344953	237345180	-	COL6A3	exon 34 skipping		TRUE	34	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237345075	237346502	-	COL6A3	exon 32 ~ cryptic acceptor		FALSE	32	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237345075	237346502	-	COL6A3	exon 32 ~ cryptic acceptor		FALSE	33	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			12	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			13	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			14	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			15	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			16	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			17	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			18	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			19	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			20	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			21	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			22	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			23	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			24	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			25	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			26	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			27	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			28	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			29	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			30	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			31	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345197	237365797	-	COL6A3	unannotated junctions			32	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237345214	237346498	-	COL6A3	cryptic donor ~ exon 33		FALSE	32	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	23	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	24	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	25	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	26	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	27	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	28	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	29	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	30	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346530	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	31	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346566	237352521	-	COL6A3	exon 27-28-29-30-31 skipping		FALSE	26	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346566	237352521	-	COL6A3	exon 27-28-29-30-31 skipping		FALSE	27	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346566	237352521	-	COL6A3	exon 27-28-29-30-31 skipping		FALSE	28	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346566	237352521	-	COL6A3	exon 27-28-29-30-31 skipping		FALSE	29	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346566	237352521	-	COL6A3	exon 27-28-29-30-31 skipping		FALSE	30	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237346566	237352521	-	COL6A3	exon 27-28-29-30-31 skipping		FALSE	31	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237347870	237350146	-	COL6A3	exon 29-30 skipping		FALSE	28	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237347870	237350146	-	COL6A3	exon 29-30 skipping		FALSE	29	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237347870	237350146	-	COL6A3	exon 29-30 skipping		FALSE	30	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237347870	237351129	-	COL6A3	exon 28-29-30 skipping		TRUE	27	SJ	chx only				0.00%	0.01%	0.3	20
chr2	237347870	237351129	-	COL6A3	exon 28-29-30 skipping		TRUE	28	SJ	chx only				0.00%	0.01%	0.3	20
chr2	237347870	237351129	-	COL6A3	exon 28-29-30 skipping		TRUE	29	SJ	chx only				0.00%	0.01%	0.3	20
chr2	237347870	237351129	-	COL6A3	exon 28-29-30 skipping		TRUE	30	SJ	chx only				0.00%	0.00%	0.3	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			7	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			8	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			9	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			10	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			11	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			12	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			13	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			14	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			15	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			16	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			17	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			18	SJ	chx only				0.00%	0.01%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			19	SJ	chx only				0.00%	0.01%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			20	SJ	chx only				0.00%	0.01%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			21	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			22	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			23	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			24	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			25	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			26	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			27	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			28	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348375	237377279	-	COL6A3	unannotated junctions			29	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348385	237352521	-	COL6A3	exon 27-28-29 skipping		TRUE	26	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348385	237352521	-	COL6A3	exon 27-28-29 skipping		TRUE	27	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348385	237352521	-	COL6A3	exon 27-28-29 skipping		TRUE	28	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348385	237352521	-	COL6A3	exon 27-28-29 skipping		TRUE	29	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237348660	237353348	-	COL6A3	unannotated junctions			25	SJ	chx only				0.00%	0.01%	0.1	20
chr2	237348660	237353348	-	COL6A3	unannotated junctions			26	SJ	chx only				0.00%	0.01%	0.1	20
chr2	237348660	237353348	-	COL6A3	unannotated junctions			27	SJ	chx only				0.00%	0.01%	0.1	20
chr2	237348660	237353348	-	COL6A3	unannotated junctions			28	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			4	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			5	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			6	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			7	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			8	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			9	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			10	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			11	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			12	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			13	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			14	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			15	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			16	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			17	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			18	SJ	chx only				0.00%	0.02%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			19	SJ	chx only				0.00%	0.02%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			20	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			21	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			22	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			23	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			24	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			25	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			26	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350204	237391491	-	COL6A3	unannotated junctions			27	SJ	chx only				0.00%	0.01%	0.05	20
chr2	237350210	237351413	-	COL6A3	cryptic donor ~ exon 28		FALSE	27	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237350237	237351129	-	COL6A3	exon 27 ~ cryptic acceptor		TRUE	27	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237350244	237351129	-	COL6A3	exon 27 ~ cryptic acceptor		FALSE	27	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237350434	237351129	-	COL6A3	exon 27 ~ cryptic acceptor		FALSE	27	SJ	chx only				0.00%	0.01%	0.25	20
chr2	237350665	237351129	-	COL6A3	exon 27 ~ cryptic acceptor		FALSE	27	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351156	237352538	-	COL6A3	unannotated junctions			26	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			5	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			6	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			7	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			8	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			9	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			10	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			11	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			12	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			13	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			14	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			15	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			16	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			17	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			18	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			19	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			20	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			21	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			22	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			23	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			24	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			25	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351183	237381055	-	COL6A3	unannotated junctions			26	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351193	237357370	-	COL6A3	cryptic donor ~ exon 27		FALSE	23	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351193	237357370	-	COL6A3	cryptic donor ~ exon 27		FALSE	24	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351193	237357370	-	COL6A3	cryptic donor ~ exon 27		FALSE	25	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351193	237357370	-	COL6A3	cryptic donor ~ exon 27		FALSE	26	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237351271	237352521	-	COL6A3	exon 26 ~ cryptic acceptor		TRUE	26	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237352557	237354898	-	COL6A3	exon 24 ~ cryptic acceptor		FALSE	24	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237352557	237354898	-	COL6A3	exon 24 ~ cryptic acceptor		FALSE	25	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237353359	237357370	-	COL6A3	unannotated junctions			23	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237353359	237357370	-	COL6A3	unannotated junctions			24	SJ	chx only				0.00%	0.00%	0.15	20
chr2	237353395	237354898	-	COL6A3	exon 24 ~ cryptic acceptor		TRUE	24	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237355323	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	23	SJ	chx only				0.00%	0.00%	0.3	20
chr2	237356047	237357337	-	COL6A3	exon 23 ~ cryptic acceptor		FALSE	23	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237357843	237361738	-	COL6A3	exon 15 ~ cryptic acceptor		FALSE	15	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357843	237361738	-	COL6A3	exon 15 ~ cryptic acceptor		FALSE	16	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357843	237361738	-	COL6A3	exon 15 ~ cryptic acceptor		FALSE	17	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357843	237361738	-	COL6A3	exon 15 ~ cryptic acceptor		FALSE	18	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357843	237361738	-	COL6A3	exon 15 ~ cryptic acceptor		FALSE	19	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357843	237361738	-	COL6A3	exon 15 ~ cryptic acceptor		FALSE	20	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357843	237361738	-	COL6A3	exon 15 ~ cryptic acceptor		FALSE	21	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237358132	-	COL6A3	cryptic donor ~ exon 22		FALSE	21	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	10	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	11	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	12	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	13	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	14	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	15	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	16	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	17	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	18	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	19	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	20	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237357883	237369076	-	COL6A3	cryptic donor ~ exon 22		FALSE	21	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237358565	237359213	-	COL6A3	unannotated junctions			19	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237358565	237359213	-	COL6A3	unannotated junctions			20	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237358574	237359034	-	COL6A3	exon 20 ~ cryptic acceptor		FALSE	20	SJ	chx only				0.00%	0.02%	0.2	20
chr2	237358584	237358908	-	COL6A3	cryptic donor ~ exon 21		TRUE	20	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237359389	237359933	-	COL6A3	cryptic donor ~ exon 18		FALSE	17	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	2	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	3	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	4	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	5	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	6	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	7	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	8	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	9	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	10	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	11	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	12	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	13	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	14	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	15	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	16	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237359389	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16-17 skipping		TRUE	17	SJ	chx only				0.00%	0.00%	0.1	20
chr2	237360160	237360815	-	COL6A3	cryptic donor ~ exon 17		FALSE	16	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237363252	-	COL6A3	exon 15-16 skipping		FALSE	14	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237363252	-	COL6A3	exon 15-16 skipping		FALSE	15	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237363252	-	COL6A3	exon 15-16 skipping		FALSE	16	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16 skipping		FALSE	2	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16 skipping		FALSE	3	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16 skipping		FALSE	4	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16 skipping		FALSE	5	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16 skipping		FALSE	6	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16 skipping		FALSE	7	SJ	chx only				0.00%	0.00%	0.05	20
chr2	237360160	237396726	-	COL6A3	exon 3-4-5-6-7-8-9-10-11-12-13-14-15-16 skipping		FALSE	8	SJ	chx only				0.00%	0.00%	0.05	20
