chrom	start	end	strand	transcript	gene
chr3	108296547	108378285	+	NM_001282556.2	HHLA2
chr3	142306609	142448037	-	NM_001282857.2	XRN1
chr3	11790441	11846885	-	NM_001284401.2	TAMM41
chr3	44555192	44572158	+	NM_001288590.2	ZKSCAN7
chr3	1093023	1404217	+	NM_001289080.2	CNTN6
chr3	50269146	50277546	+	NM_001290060.2	SEMA3B
chr3	75735867	75785549	-	NM_001290208.3	ZNF717
chr3	50350861	50354069	+	NM_001291284.2	CYB561D2
chr3	14947582	15049273	+	NM_001291694.2	NR2C2
chr3	62319021	62336213	+	NM_001291941.3	CEP15
chr3	136862207	136951606	+	NM_001291999.2	NCK1
chr3	46201710	46208313	-	NM_001295.3	CCR1
chr3	42809444	42867286	+	NM_001296.5	ACKR2
chr3	150408297	150466422	+	NM_001303264.2	TSC22D2
chr3	179323030	179338583	+	NM_001303426.2	ZNF639
chr3	169911571	169939175	+	NM_001304366.2	SAMD7
chr3	155762616	155806278	-	NM_001308229.2	C3orf33
chr3	125969177	125983454	+	NM_001308313.2	ROPN1B
chr3	120908204	121424761	+	NM_001308330.2	STXBP5L
chr3	48292316	48301367	-	NM_001308426.2	NME6
chr3	196234367	196287726	-	NM_001312673.2	PCYT1A
chr3	123969014	123992124	-	NM_001317774.2	ROPN1
chr3	165186719	165196384	-	NM_001318810.2	SLITRK3
chr3	38282293	38318575	+	NM_001320033.2	SLC22A14
chr3	58237791	58294734	+	NM_001320126.2	ABHD6
chr3	113948012	113963373	+	NM_001320466.2	ZDHHC23
chr3	27372722	27484384	-	NM_001321103.2	SLC4A7
chr3	9866713	9880253	-	NM_001321142.2	CIDEC
chr3	87792705	87993839	+	NM_001322209.2	HTR1F
chr3	98763339	98795852	+	NM_001323368.2	ST3GAL6
chr3	102435014	102479841	+	NM_001329788.2	ZPLD1
chr3	36826818	36945054	-	NM_001329998.2	TRANK1
chr3	25597983	25664907	-	NM_001330700.2	TOP2B
chr3	39263495	39280036	-	NM_001337.4	CX3CR1
chr3	186147200	186362234	-	NM_001346.3	DGKG
chr3	58306519	58320193	+	NM_001348712.2	HTD2
chr3	114314499	115147288	-	NM_001348800.3	ZBTB20
chr3	138300998	138329851	-	NM_001349018.2	NME9
chr3	17157167	17742631	-	NM_001349074.2	TBC1D5
chr3	11272396	11557665	+	NM_001349232.2	ATG7
chr3	38845763	39051944	-	NM_001349253.2	SCN11A
chr3	15667235	15797979	-	NM_001349278.2	ANKRD28
chr3	70954707	71583728	-	NM_001349338.3	FOXP1
chr3	88059254	88144660	+	NM_001350134.2	ZNF654
chr3	16586791	16605423	-	NM_001351.4	DAZL
chr3	150870375	150905439	-	NM_001351281.2	MINDY4B
chr3	109136718	109151401	+	NM_001351622.2	C3orf85
chr3	155290226	155293683	-	NM_001352129.2	STRIT1
chr3	134486056	134565031	+	NM_001353108.3	CEP63
chr3	69739463	69968332	+	NM_001354604.2	MITF
chr3	24117152	24494850	-	NM_001354712.2	THRB
chr3	63819298	63848636	+	NM_001355236.2	C3orf49
chr3	196942673	196943543	+	NM_001355243.2	NCBP2AS2
chr3	127283782	127288046	-	NM_001362810.2	PRR20G
chr3	138187300	138298373	+	NM_001363941.2	ARMC8
chr3	70194478	70312638	-	NM_001364677.1	MDFIC2
chr3	33496244	33718254	-	NM_001365631.1	CLASP2
chr3	56620131	56683265	-	NM_001365635.2	TASOR
chr3	197791253	197888436	+	NM_001365715.1	LRCH3
chr3	173397743	174294372	+	NM_001365925.2	NLGN1
chr3	57293699	57544344	-	NM_001366028.2	DNAH12
chr3	167478683	167653942	-	NM_001366157.1	WDR49
chr3	197042559	197298612	-	NM_001366207.1	DLG1
chr3	121663200	121749741	-	NM_001366282.2	GOLGB1
chr3	123913421	123961229	-	NM_001366335.1	CCDC14
chr3	39107679	39138900	+	NM_001366900.1	TTC21A
chr3	194402676	194487002	-	NM_001367549.1	ATP13A3
chr3	88338455	88467594	+	NM_001368165.1	CSNKA2IP
chr3	51778562	51779237	-	NM_001368369.1	IQCF6
chr3	158571193	158606456	+	NM_001369783.1	MLF1
chr3	119642055	119660589	-	NM_001369919.2	POPDC2
chr3	42590859	42596934	+	NM_001370300.1	SS18L2
chr3	15601744	15653714	+	NM_001370658.1	BTD
chr3	188154156	188890671	+	NM_001375462.1	LPP
chr3	100749155	100993421	-	NM_001375547.2	ABI3BP
chr3	141368503	141449792	+	NM_001376113.1	ZBTB38
chr3	63863866	64003462	+	NM_001377405.1	ATXN7
chr3	129001303	129040742	+	NM_001377500.1	EFCC1
chr3	57756308	57930003	+	NM_001377540.1	SLMAP
chr3	113211556	113287459	+	NM_001378074.1	BOC
chr3	4493347	4847506	+	NM_001378452.1	ITPR1
chr3	130894083	131003150	+	NM_001378687.1	ATP2C1
chr3	66221000	66378923	+	NM_001379210.1	SLC25A26
chr3	133805814	133821492	+	NM_001379313.1	SRPRB
chr3	195863363	195908551	-	NM_001382273.1	TNK2
chr3	35639524	35794486	+	NM_001385562.1	ARPP21
chr3	47850694	48016416	-	NM_001385682.1	MAP4
chr3	9810261	9836365	+	NM_001387446.1	TTLL3
chr3	51397841	51500015	-	NM_001387579.1	DCAF1
chr3	99828810	100114501	-	NM_001387850.1	FILIP1L
chr3	124033368	124726325	+	NM_001388419.1	KALRN
chr3	184229584	184242329	+	NM_001390846.1	VWA5B2
chr3	39467679	39503027	+	NM_001393704.1	MOBP
chr3	151085663	151436653	+	NM_001393769.1	MED12L
chr3	51829425	51830856	+	NM_001393887.1	IQCF3
chr3	58742007	59050025	-	NM_001394063.1	CFAP20DC
chr3	128909872	128994076	-	NM_001394090.1	CFAP92
chr3	36712420	36764553	-	NM_001394672.2	DCLK3
chr3	9962681	9986841	-	NM_001394674.1	EMC3
chr3	46370945	46376206	+	NM_001394783.1	CCR5
chr3	27106483	27369383	-	NM_001394966.1	NEK10
chr3	146433287	146469561	-	NM_001395437.1	PLSCR2
chr3	112034735	112081269	+	NM_001395507.1	TMPRSS7
chr3	77040098	77649964	+	NM_001395656.1	ROBO2
chr3	159988834	159996019	+	NM_001397992.1	IL12A
chr3	139560190	139677972	-	NM_001401600.1	NMNAT3
chr3	52545366	52685913	-	NM_001405607.1	PBRM1
chr3	48636462	48662886	-	NM_001407.3	CELSR3
chr3	111674675	111727007	+	NM_001413064.1	PLCXD2
chr3	88058138	88058216	-	NM_001414731.1	LOC128031834
chr3	44491765	44510617	-	NM_001423469.1	ZNF852
chr3	58008421	58172251	+	NM_001457.4	FLNB
chr3	10164918	10243745	+	NM_001570.4	IRAK2
chr3	38122714	38137127	-	NM_001607.4	ACAA1
chr3	186613059	186621318	+	NM_001622.4	AHSG
chr3	105366908	105576900	+	NM_001627.4	ALCAM
chr3	49674350	49683971	+	NM_001640.4	APEH
chr3	195568704	195583940	-	NM_001647.4	APOD
chr3	57571362	57597344	-	NM_001660.4	ARF4
chr3	49359144	49411976	-	NM_001664.4	RHOA
chr3	141876642	141926549	+	NM_001679.4	ATP1B3
chr3	113747034	113812056	+	NM_001690.4	ATP6V1A
chr3	187721380	187745468	-	NM_001706.5	BCL6
chr3	108043090	108091031	-	NM_001777.4	CD47
chr3	48157145	48188417	-	NM_001789.3	CDC25A
chr3	148865295	148897203	+	NM_001870.4	CPA3
chr3	148827810	148860187	+	NM_001871.3	CPB1
chr3	41199504	41240443	+	NM_001904.4	CTNNB1
chr3	52048918	52056571	-	NM_001947.4	DUSP7
chr3	185190623	185254049	-	NM_001966.4	EHHADH
chr3	186783576	186789897	+	NM_001967.4	EIF4A2
chr3	59747276	61251452	-	NM_002012.4	FHIT
chr3	115623509	115721483	+	NM_002045.4	GAP43
chr3	50236203	50259362	+	NM_002070.4	GNAI2
chr3	37243270	37366879	+	NM_002078.5	GOLGA4
chr3	190514084	190651514	+	NM_002182.4	IL1RAP
chr3	37452140	37823507	+	NM_002207.3	ITGA9
chr3	124761947	124887365	-	NM_002213.5	ITGB5
chr3	52777598	52792062	+	NM_002215.4	ITIH1
chr3	52794795	52808797	+	NM_002217.4	ITIH3
chr3	52812961	52830672	-	NM_002218.5	ITIH4
chr3	122421901	122514939	-	NM_002264.4	KPNA1
chr3	160495006	160565571	-	NM_002268.5	KPNA4
chr3	49121113	49133050	-	NM_002292.4	LAMB2
chr3	39406719	39412542	+	NM_002295.6	RPSA
chr3	115802373	116445487	-	NM_002338.5	LSAMP
chr3	46435644	46464905	-	NM_002343.6	LTF
chr3	49887001	49903873	-	NM_002447.4	MST1R
chr3	38138660	38143022	+	NM_002468.5	MYD88
chr3	179604793	179627647	+	NM_002492.4	NDUFB5
chr3	9749951	9757407	+	NM_002542.6	OGG1
chr3	152835130	152841439	+	NM_002563.5	P2RY1
chr3	196739856	196832647	+	NM_002577.4	PAK2
chr3	171600403	171810483	-	NM_002662.5	PLD1
chr3	135965727	136147894	+	NM_002718.5	PPP2R3A
chr3	170222423	170305977	+	NM_002740.6	PRKCI
chr3	184299240	184309050	+	NM_002808.5	PSMD2
chr3	61561570	62297609	+	NM_002841.4	PTPRG
chr3	157436849	157443633	+	NM_002852.4	PTX3
chr3	12583600	12664117	-	NM_002880.4	RAF1
chr3	153162225	153170627	+	NM_002886.4	RAP2B
chr3	139517437	139539742	-	NM_002899.5	RBP1
chr3	186789899	186806482	-	NM_002916.5	RFC4
chr3	78597238	79767998	-	NM_002941.4	ROBO1
chr3	23917131	23920989	+	NM_002948.5	RPL15
chr3	128619968	128650818	-	NM_002950.4	RPN1
chr3	134157132	134250859	-	NM_002958.4	RYK
chr3	18345376	18425339	-	NM_002971.6	SATB1
chr3	10992747	11039247	+	NM_003042.4	SLC6A1
chr3	14402605	14489349	+	NM_003043.6	SLC6A6
chr3	149030126	149086533	-	NM_003071.4	HLTF
chr3	47585268	47781893	-	NM_003074.4	SMARCC1
chr3	181711924	181714436	+	NM_003106.4	SOX2
chr3	36380503	36548007	+	NM_003149.3	STAC
chr3	52708443	52770940	-	NM_003157.6	NEK4
chr3	46577787	46582457	+	NM_003212.4	CRIPTO
chr3	44874607	44914990	+	NM_003241.4	TGM4
chr3	30606600	30694142	+	NM_003242.6	TGFBR2
chr3	12153067	12158912	-	NM_003256.4	TIMP4
chr3	169966806	169998373	+	NM_003262.4	SEC62
chr3	45026302	45036071	+	NM_003278.3	CLEC3B
chr3	52451099	52454041	-	NM_003280.3	TNNC1
chr3	49805208	49813953	-	NM_003335.3	UBA7
chr3	23805954	23891640	+	NM_003341.5	UBE2E1
chr3	49277143	49340053	-	NM_003363.4	USP4
chr3	48599001	48609646	-	NM_003365.3	UQCRC1
chr3	55465714	55487306	-	NM_003392.7	WNT5A
chr3	147409364	147416719	+	NM_003412.4	ZIC1
chr3	129167826	129183896	-	NM_003418.5	CNBP
chr3	44648731	44660791	+	NM_003420.4	ZNF35
chr3	49554476	49671549	+	NM_003458.4	BSN
chr3	58505135	58537190	-	NM_003500.4	ACOX2
chr3	50292831	50299405	-	NM_003549.4	HYAL3
chr3	133400055	133475208	+	NM_003571.4	BFSP2
chr3	9757346	9769947	-	NM_003656.5	CAMK1
chr3	4979436	4985323	+	NM_003670.3	BHLHE40
chr3	128080809	128123812	-	NM_003707.3	RUVBL1
chr3	62398347	62875416	-	NM_003716.4	CADPS
chr3	189631388	189897276	+	NM_003722.5	TP63
chr3	184380053	184389829	+	NM_003741.4	CHRD
chr3	50317807	50322745	-	NM_003773.5	HYAL2
chr3	119211741	119240878	-	NM_003778.4	B4GALT4
chr3	161083882	161105349	-	NM_003781.4	B3GALNT1
chr3	125446649	125520202	-	NM_003794.4	SNX4
chr3	172505507	172523430	-	NM_003810.4	TNFSF10
chr3	67374718	67654612	-	NM_003848.4	SUCLG2
chr3	57197837	57199978	-	NM_003865.3	HESX1
chr3	155870649	155944020	+	NM_003875.3	GMPS
chr3	20040445	20154404	+	NM_003884.5	KAT2B
chr3	119782100	119818487	+	NM_003889.4	NR1I2
chr3	184135357	184145311	+	NM_003907.3	EIF2B5
chr3	179653039	179789401	+	NM_003940.3	USP13
chr3	46407258	46409523	+	NM_003965.5	CCRL2
chr3	69054729	69080365	-	NM_003968.4	UBA3
chr3	184174854	184184091	+	NM_004068.4	AP2M1
chr3	192139389	192727541	-	NM_004113.6	FGF12
chr3	148991539	149031775	+	NM_004130.4	GYG1
chr3	48746585	48847874	-	NM_004157.4	PRKAR2A
chr3	19947096	19985175	+	NM_004162.5	RAB5A
chr3	139452883	139476516	-	NM_004164.3	RBP2
chr3	50155323	50189075	+	NM_004186.5	SEMA3F
chr3	137764314	137766334	+	NM_004189.4	SOX14
chr3	38265811	38278757	+	NM_004256.4	SLC22A13
chr3	143119770	143124014	+	NM_004267.5	CHST2
chr3	179562925	179588407	+	NM_004301.5	ACTL6A
chr3	48223494	48225485	+	NM_004345.5	CAMP
chr3	184346184	184361605	-	NM_004366.6	CLCN2
chr3	42872191	42875879	-	NM_004391.3	CYP8B1
chr3	49470266	49535615	+	NM_004393.6	DAG1
chr3	184155376	184173614	+	NM_004423.4	DVL3
chr3	134795259	135260467	+	NM_004441.5	EPHB1
chr3	184561784	184582408	+	NM_004443.4	EPHB3
chr3	186046313	186109089	-	NM_004454.3	ETV5
chr3	194394820	194399266	-	NM_004488.2	GP5
chr3	127598410	127622436	+	NM_004526.4	MCM2
chr3	120596335	120602507	+	NM_004547.6	NDUFB4
chr3	48517683	48556803	-	NM_004567.4	PFKFB4
chr3	185914557	185938014	-	NM_004593.3	TRA2B
chr3	149474696	149503394	+	NM_004617.4	TM4SF4
chr3	42502642	42537568	+	NM_004624.4	VIPR1
chr3	13816257	13880071	-	NM_004625.4	WNT7A
chr3	14145146	14178601	-	NM_004628.5	XPC
chr3	128726182	128814798	+	NM_004637.6	RAB7A
chr3	52401007	52410008	-	NM_004656.4	BAP1
chr3	51933428	51941904	-	NM_004704.5	RRP9
chr3	185363135	185489094	+	NM_004721.5	MAP3K13
chr3	155821023	155854427	-	NM_004733.4	SLC33A1
chr3	139357405	139389647	-	NM_004766.3	COPB2
chr3	186842709	186858463	+	NM_004797.4	ADIPOQ
chr3	15254352	15332586	-	NM_004844.5	SH3BP5
chr3	58192256	58210972	-	NM_004944.4	DNASE1L3
chr3	50674926	51384198	+	NM_004947.5	DOCK3
chr3	169083506	169663712	-	NM_004991.4	MECOM
chr3	49095931	49104757	-	NM_005051.3	QARS1
chr3	150741124	150763169	-	NM_005067.7	SIAH2
chr3	180912669	180982753	+	NM_005087.4	FXR1
chr3	38496339	38526303	+	NM_005107.4	EXOG
chr3	38346784	38414985	+	NM_005108.4	XYLB
chr3	38165536	38255484	+	NM_005109.3	OXSR1
chr3	23945285	23980617	+	NM_005126.5	NR1D2
chr3	119524292	119559614	-	NM_005191.4	CD80
chr3	39329708	39333680	+	NM_005201.4	CCR8
chr3	122325247	122341969	+	NM_005213.4	CSTA
chr3	89107620	89482134	+	NM_005233.6	EPHA3
chr3	98531977	98534681	+	NM_005290.4	GPR15
chr3	121631398	121660903	-	NM_005335.6	HCLS1
chr3	42600685	42648735	+	NM_005385.4	NKTR
chr3	170357714	170396835	+	NM_005414.5	SKIL
chr3	108907791	108953879	-	NM_005459.4	GUCA1C
chr3	32951643	32956349	+	NM_005508.5	CCR4
chr3	120742743	120783069	+	NM_005513.3	GTF2E1
chr3	194136147	194138732	+	NM_005524.4	HES1
chr3	170418867	170434691	+	NM_005602.6	CLDN11
chr3	133932700	134029925	-	NM_005630.3	SLCO2A1
chr3	15450132	15521706	-	NM_005677.4	COLQ
chr3	183919933	184017884	-	NM_005688.4	ABCC5
chr3	119669531	119677406	-	NM_005694.2	COX17
chr3	9793081	9807101	+	NM_005718.5	ARPC4
chr3	49940149	50077249	+	NM_005777.3	RBM6
chr3	50088918	50119021	+	NM_005778.4	RBM5
chr3	184242300	184248962	-	NM_005787.6	ALG3
chr3	111542196	111652372	+	NM_005816.5	CD96
chr3	136336235	136752378	-	NM_005862.3	STAG1
chr3	40309706	40312424	+	NM_005875.3	EIF1B
chr3	49828600	49856564	-	NM_005879.3	TRAIP
chr3	197001739	197029817	-	NM_005929.6	MELTF
chr3	112333155	112362812	+	NM_005944.7	CD200
chr3	51385290	51389397	+	NM_006010.6	MANF
chr3	129314770	129316286	-	NM_006026.4	H1-10
chr3	50362612	50503634	-	NM_006030.4	CACNA2D2
chr3	100709493	100748964	+	NM_006070.6	TFG
chr3	167441932	167474042	-	NM_006217.6	SERPINI2
chr3	179148356	179240093	+	NM_006218.4	PIK3CA
chr3	138652697	138834928	-	NM_006219.3	PIK3CB
chr3	38007495	38029642	-	NM_006225.4	PLCD1
chr3	184361709	184368591	+	NM_006232.5	POLR2H
chr3	195514427	195543325	-	NM_006241.8	PPP1R2
chr3	53161208	53192717	+	NM_006254.4	PRKCD
chr3	37052625	37174582	-	NM_006309.4	LRRFIP2
chr3	48918841	48986382	+	NM_006321.4	ARIH2
chr3	9779966	9792473	-	NM_006354.5	TADA3
chr3	33114013	33147773	+	NM_006371.5	CRTAP
chr3	69084936	69106092	+	NM_006407.4	ARL6IP5
chr3	141487026	141615344	+	NM_006506.5	RASA2
chr3	38696806	38816217	-	NM_006514.4	SCN10A
chr3	4303368	4317265	+	NM_006515.4	SETMAR
chr3	50347329	50350775	-	NM_006545.5	NPRL2
chr3	185643129	185825042	-	NM_006548.6	IGF2BP2
chr3	45943463	45948351	+	NM_006564.2	CXCR6
chr3	47562237	47578865	-	NM_006574.4	CSPG5
chr3	190388162	190412138	+	NM_006580.4	CLDN16
chr3	196762	409417	+	NM_006614.4	CHL1
chr3	50287731	50292429	-	NM_006764.5	IFRD2
chr3	123067024	123162104	+	NM_006810.4	PDIA5
chr3	50205270	50221486	+	NM_006841.6	SLC38A3
chr3	119173597	119205143	+	NM_006952.4	UPK1B
chr3	44625035	44648471	+	NM_006991.5	ZNF197
chr3	50354749	50359521	-	NM_007024.5	TMEM115
chr3	133600237	133661941	-	NM_007027.4	TOPBP1
chr3	58306244	58320193	+	NM_007042.6	RPP14
chr3	120392292	120450992	-	NM_007085.5	FSTL1
chr3	156539552	156555117	-	NM_007107.5	SSR3
chr3	69019826	69052333	-	NM_007114.3	TMF1
chr3	129974719	129977935	+	NM_007117.5	TRH
chr3	114234630	114237578	-	NM_007136.4	ZNF80
chr3	50329787	50340836	-	NM_007182.5	RASSF1
chr3	52455603	52493068	+	NM_007184.4	NISCH
chr3	131462211	131502971	-	NM_007208.4	MRPL3
chr3	167683297	167734892	-	NM_007217.4	PDCD10
chr3	50324908	50328223	-	NM_007275.3	TUSC2
chr3	127689065	127822515	-	NM_007283.7	MGLL
chr3	52228611	52239158	-	NM_007284.4	TWF2
chr3	155080318	155183704	+	NM_007289.4	MME
chr3	38039207	38124025	+	NM_007335.4	DLEC1
chr3	196935405	196942528	-	NM_007362.5	NCBP2
chr3	57227728	57273471	+	NM_012096.3	APPL1
chr3	33277441	33388092	+	NM_012157.5	FBXL2
chr3	126103569	126180586	-	NM_012190.4	ALDH1L1
chr3	72374596	72446623	-	NM_012234.7	RYBP
chr3	47413680	47475941	-	NM_012235.4	SCAP
chr3	15560698	15601569	-	NM_012260.4	HACL1
chr3	195274744	195443020	-	NM_012287.6	ACAP2
chr3	123201942	123274136	+	NM_012430.5	SEC22A
chr3	46712116	46717869	-	NM_013270.5	PRSS50
chr3	51391284	51397908	+	NM_013286.5	RBM15B
chr3	151197831	151203216	-	NM_013308.4	GPR171
chr3	128052436	128071683	+	NM_013336.4	SEC61A1
chr3	142817873	142889083	-	NM_013363.4	PCOLCE2
chr3	33798629	33869703	+	NM_013374.6	PDCD6IP
chr3	45689395	45745409	+	NM_014016.5	SACM1L
chr3	52706105	52711148	+	NM_014041.5	SPCS1
chr3	87227308	87255556	+	NM_014043.4	CHMP2B
chr3	128879619	128913114	+	NM_014049.5	ACAD9
chr3	42782907	42804490	-	NM_014056.4	HIGD1A
chr3	131013874	131026825	-	NM_014065.4	ASTE1
chr3	126342634	126357408	-	NM_014079.4	KLF15
chr3	47016435	47164113	-	NM_014159.7	SETD2
chr3	12557086	12583713	+	NM_014160.5	MKRN2
chr3	112990983	113001969	+	NM_014170.4	GTPBP8
chr3	149369021	149377649	-	NM_014220.3	TM4SF1
chr3	10816227	10940714	+	NM_014229.3	SLC6A11
chr3	45594750	45686341	+	NM_014240.3	LIMD1
chr3	141738297	141747560	+	NM_014245.5	RNF7
chr3	15206245	15252916	+	NM_014296.3	CAPN7
chr3	52686031	52694497	+	NM_014366.5	GNL3
chr3	122384181	122412334	+	NM_014367.4	FAM162A
chr3	170037994	170085392	+	NM_014373.3	GPR160
chr3	186640398	186653141	+	NM_014375.3	FETUB
chr3	183122214	183162734	-	NM_014398.4	LAMP3
chr3	101648888	101677132	-	NM_014415.4	ZBTB11
chr3	108958247	109118134	-	NM_014429.4	MORC1
chr3	150541997	150546496	-	NM_014445.4	SERP1
chr3	14178816	14201122	+	NM_014463.3	LSM3
chr3	168008688	168095924	-	NM_014498.5	GOLIM4
chr3	33388335	33440405	-	NM_014517.5	UBP1
chr3	159273243	159897359	+	NM_014575.4	SCHIP1
chr3	8501822	8574668	+	NM_014583.4	LMCD1
chr3	130678933	130746829	-	NM_014602.3	PIK3R4
chr3	182793503	182921629	+	NM_014616.3	ATP11B
chr3	108589721	108694840	+	NM_014648.4	DZIP3
chr3	5187706	5219958	+	NM_014674.3	EDEM1
chr3	197668866	197736904	-	NM_014687.4	RUBCN
chr3	10248458	10281218	+	NM_014760.4	TATDN2
chr3	36985042	36993131	-	NM_014805.4	EPM2AIP1
chr3	64010550	64023494	-	NM_014814.3	PSMD6
chr3	100363430	100401089	-	NM_014820.5	TOMM70
chr3	8980590	9249646	-	NM_014850.4	SRGAP3
chr3	151212116	151278542	-	NM_014879.4	P2RY14
chr3	108380367	108510596	-	NM_014981.3	MYH15
chr3	155479880	155745071	-	NM_014996.4	PLCH1
chr3	44976243	45011471	+	NM_015004.4	EXOSC7
chr3	73382430	73624941	-	NM_015009.3	PDZRN3
chr3	171058413	171460405	-	NM_015028.4	TNIK
chr3	183178040	183428619	-	NM_015078.4	MCF2L2
chr3	129555213	129606676	-	NM_015103.3	PLXND1
chr3	51538718	51668660	+	NM_015106.4	RAD54L2
chr3	69168781	69386088	-	NM_015123.3	FRMD4B
chr3	52495337	52524495	+	NM_015136.3	STAB1
chr3	32106619	32168709	+	NM_015141.4	GPD1L
chr3	16315844	16513699	-	NM_015150.2	RFTN1
chr3	46979665	47009701	+	NM_015175.3	NBEAL2
chr3	132417501	132539032	+	NM_015268.4	DNAJC13
chr3	45388575	45549407	+	NM_015340.4	LARS2
chr3	134477705	134485985	-	NM_015391.4	ANAPC13
chr3	51975063	51981196	+	NM_015407.5	ABHD14A
chr3	113002443	113019671	-	NM_015412.4	NEPRO
chr3	52075225	52154423	-	NM_015426.5	POC1A
chr3	32685187	32773875	+	NM_015442.3	CNOT10
chr3	45224465	45226287	-	NM_015444.3	TMEM158
chr3	39809608	40260321	+	NM_015460.4	MYRIP
chr3	47381020	47413435	+	NM_015466.4	PTPN23
chr3	149517234	149658025	-	NM_015472.6	WWTR1
chr3	111071815	111137560	+	NM_015480.3	NECTIN3
chr3	156674589	156706770	+	NM_015508.5	TIPARP
chr3	52316318	52400492	+	NM_015512.5	DNAH1
chr3	66378796	66501022	-	NM_015541.3	LRIG1
chr3	33150042	33218810	-	NM_015551.2	SUSD5
chr3	196347661	196432427	-	NM_015562.2	UBXN7
chr3	55508310	56468467	-	NM_015576.3	ERC2
chr3	154121389	154257825	+	NM_015595.4	ARHGEF26
chr3	127629184	127672802	+	NM_015720.4	PODXL2
chr3	37990785	38007185	+	NM_015873.4	VILL
chr3	50341111	50345732	-	NM_015896.4	ZMYND10
chr3	119597884	119629811	+	NM_015900.4	PLA1A
chr3	51671251	51704323	+	NM_015926.6	TEX264
chr3	48440256	48444208	+	NM_015933.6	TMA7
chr3	161221310	161252307	+	NM_015938.5	NMD3
chr3	43690937	43722725	+	NM_016006.6	ABHD5
chr3	48241103	48270990	+	NM_016089.3	ZNF589
chr3	149738471	149752489	-	NM_016094.4	COMMD2
chr3	129249605	129277773	+	NM_016128.4	COPG1
chr3	32525973	32570858	-	NM_016141.4	DYNC1LI1
chr3	138123712	138132390	-	NM_016161.3	A4GNT
chr3	50569521	50596166	+	NM_016173.5	HEMK1
chr3	134355346	134374447	-	NM_016201.4	AMOTL2
chr3	86937972	86991149	-	NM_016206.4	VGLL3
chr3	50558024	50567747	-	NM_016210.5	C3orf18
chr3	138160987	138174921	-	NM_016216.4	DBR1
chr3	101222545	101320575	-	NM_016247.4	IMPG2
chr3	150603320	150630436	+	NM_016275.5	SELENOT
chr3	48688002	48717221	-	NM_016291.4	IP6K2
chr3	121593378	121630295	+	NM_016298.4	FBXO40
chr3	3150010	3179691	-	NM_016302.4	CRBN
chr3	186570719	186585793	+	NM_016306.6	DNAJB11
chr3	52903571	53046073	-	NM_016329.4	SFMBT1
chr3	10285665	10292947	-	NM_016362.5	GHRL
chr3	138010164	138033649	+	NM_016369.4	CLDN18
chr3	108822785	108855005	+	NM_016388.4	TRAT1
chr3	48673843	48685915	-	NM_016453.4	NCKIPSD
chr3	14651761	14672655	+	NM_016474.5	CCDC174
chr3	48467875	48504174	-	NM_016479.6	SHISA5
chr3	52410659	52423641	+	NM_016483.7	PHF7
chr3	132597269	132602644	+	NM_016557.4	ACKR4
chr3	179794957	180036937	-	NM_016559.3	PEX5L
chr3	133824234	133895882	-	NM_016577.4	RAB6B
chr3	119498546	119525090	+	NM_016589.4	TIMMDC1
chr3	52221079	52225645	-	NM_017442.4	TLR9
chr3	186538442	186544380	-	NM_017541.4	CRYGS
chr3	133573685	133590261	+	NM_017548.5	CDV3
chr3	122680838	122730840	+	NM_017554.3	PARP14
chr3	57089981	57165353	-	NM_017563.5	IL17RD
chr3	113838787	113947174	+	NM_017577.5	GRAMD1C
chr3	183635622	183684519	+	NM_017644.3	KLHL24
chr3	113532554	113629575	+	NM_017699.3	SIDT1
chr3	43286539	43351143	+	NM_017719.5	SNRK
chr3	58332891	58426127	+	NM_017771.5	PXK
chr3	31660824	31981262	-	NM_017784.5	OSBPL10
chr3	32481311	32502852	-	NM_017801.3	CMTM6
chr3	101561867	101566446	+	NM_017819.4	TRMT10C
chr3	126006356	126084124	-	NM_017836.4	SLC41A3
chr3	196712376	196736007	+	NM_017861.4	PIGX
chr3	39383369	39397351	+	NM_017875.4	SLC25A38
chr3	41246598	41962103	-	NM_017886.4	ULK4
chr3	25790089	25794531	+	NM_017897.3	OXSM
chr3	112562044	112585579	+	NM_017945.5	SLC35A5
chr3	100492618	100577444	+	NM_018004.3	TMEM45A
chr3	62369680	62373550	-	NM_018008.4	FEZF2
chr3	108160811	108222424	-	NM_018010.4	IFT57
chr3	183697796	183812624	+	NM_018023.5	YEATS2
chr3	73061658	73063337	+	NM_018029.4	EBLN2
chr3	49007390	49015951	+	NM_018031.6	WDR6
chr3	43365847	43622011	-	NM_018075.5	ANO10
chr3	72749276	72848445	-	NM_018130.3	SHQ1
chr3	136148916	136196335	-	NM_018133.4	MSL2
chr3	186546066	186567339	-	NM_018138.5	TBCCD1
chr3	5122291	5180911	+	NM_018184.3	ARL8B
chr3	109326143	109337546	-	NM_018189.4	DPPA4
chr3	189956727	190120897	-	NM_018192.4	P3H2
chr3	119428948	119463615	-	NM_018266.3	TMEM39A
chr3	25718943	25783443	-	NM_018297.4	NGLY1
chr3	12733527	12759259	-	NM_018306.4	TMEM40
chr3	184186198	184194005	+	NM_018358.3	ABCF3
chr3	194640790	194672191	-	NM_018385.3	LSG1
chr3	111979025	111993368	+	NM_018394.4	ABHD10
chr3	53812334	53846419	-	NM_018397.5	CHDH
chr3	54122551	55074557	+	NM_018398.3	CACNA2D3
chr3	53283428	53347543	-	NM_018403.7	DCP1A
